material_code,city,as_of,buy_rate_per_kg
LEad_ACID,Jaipur,2026-07-19,94.34
BATTERY_LITHIUM_PORTABLE,Jaipur,2026-07-19,134.34
LCD_PANEL_INTACT,Jaipur,2026-07-19,164.34
CRT_MONITOR,Jaipur,2026-07-19,24.34
MIXED_EWASTE_CASING,Jaipur,2026-07-19,24.34
MOTHERBOARD_HIGH_GRADE,Jodhpur,2026-07-19,309.34
POWER_SUPPLY_LOW_GRADE,Jodhpur,2026-07-19,59.34
COPPER_HEAVY_INSULATED,Jodhpur,2026-07-19,449.34
ALUMINIUM_WIRE,Jodhpur,2026-07-19,124.34
LEad_ACID,Jodhpur,2026-07-19,99.34
BATTERY_LITHIUM_PORTABLE,Jodhpur,2026-07-19,139.34
LCD_PANEL_INTACT,Jodhpur,2026-07-19,169.34
CRT_MONITOR,Jodhpur,2026-07-19,29.34
MIXED_EWASTE_CASING,Jodhpur,2026-07-19,29.34
MOTHERBOARD_HIGH_GRADE,Bhopal,2026-07-19,301.34
POWER_SUPPLY_LOW_GRADE,Bhopal,2026-07-19,51.34
COPPER_HEAVY_INSULATED,Bhopal,2026-07-19,441.34
ALUMINIUM_WIRE,Bhopal,2026-07-19,116.34
LEad_ACID,Bhopal,2026-07-19,91.34
BATTERY_LITHIUM_PORTABLE,Bhopal,2026-07-19,131.34
LCD_PANEL_INTACT,Bhopal,2026-07-19,161.34
CRT_MONITOR,Bhopal,2026-07-19,21.34
MIXED_EWASTE_CASING,Bhopal,2026-07-19,21.34
MOTHERBOARD_HIGH_GRADE,Indore,2026-07-19,302.34
POWER_SUPPLY_LOW_GRADE,Indore,2026-07-19,52.34
COPPER_HEAVY_INSULATED,Indore,2026-07-19,442.34
ALUMINIUM_WIRE,Indore,2026-07-19,117.34
LEad_ACID,Indore,2026-07-19,92.34
BATTERY_LITHIUM_PORTABLE,Indore,2026-07-19,132.34
LCD_PANEL_INTACT,Indore,2026-07-19,162.34
CRT_MONITOR,Indore,2026-07-19,22.34
MIXED_EWASTE_CASING,Indore,2026-07-19,22.34
MOTHERBOARD_HIGH_GRADE,Chandigarh,2026-07-19,302.34
POWER_SUPPLY_LOW_GRADE,Chandigarh,2026-07-19,52.34
COPPER_HEAVY_INSULATED,Chandigarh,2026-07-19,442.34
ALUMINIUM_WIRE,Chandigarh,2026-07-19,117.34
LEad_ACID,Chandigarh,2026-07-19,92.34
BATTERY_LITHIUM_PORTABLE,Chandigarh,2026-07-19,132.34
LCD_PANEL_INTACT,Chandigarh,2026-07-19,162.34
CRT_MONITOR,Chandigarh,2026-07-19,22.34
MIXED_EWASTE_CASING,Chandigarh,2026-07-19,22.34
MOTHERBOARD_HIGH_GRADE,Ludhiana,2026-07-19,310.34
POWER_SUPPLY_LOW_GRADE,Ludhiana,2026-07-19,60.34
COPPER_HEAVY_INSULATED,Ludhiana,2026-07-19,450.34
ALUMINIUM_WIRE,Ludhiana,2026-07-19,125.34
LEad_ACID,Ludhiana,2026-07-19,100.34
BATTERY_LITHIUM_PORTABLE,Ludhiana,2026-07-19,140.34
LCD_PANEL_INTACT,Ludhiana,2026-07-19,170.34
CRT_MONITOR,Ludhiana,2026-07-19,30.34
MIXED_EWASTE_CASING,Ludhiana,2026-07-19,30.34
MOTHERBOARD_HIGH_GRADE,Dehradun,2026-07-19,307.34
POWER_SUPPLY_LOW_GRADE,Dehradun,2026-07-19,57.34
COPPER_HEAVY_INSULATED,Dehradun,2026-07-19,447.34
ALUMINIUM_WIRE,Dehradun,2026-07-19,122.34
LEad_ACID,Dehradun,2026-07-19,97.34
BATTERY_LITHIUM_PORTABLE,Dehradun,2026-07-19,137.34
LCD_PANEL_INTACT,Dehradun,2026-07-19,167.34
CRT_MONITOR,Dehradun,2026-07-19,27.34
MIXED_EWASTE_CASING,Dehradun,2026-07-19,27.34
MOTHERBOARD_HIGH_GRADE,Raipur,2026-07-19,304.34
POWER_SUPPLY_LOW_GRADE,Raipur,2026-07-19,54.34
COPPER_HEAVY_INSULATED,Raipur,2026-07-19,444.34
ALUMINIUM_WIRE,Raipur,2026-07-19,119.34
LEad_ACID,Raipur,2026-07-19,94.34
BATTERY_LITHIUM_PORTABLE,Raipur,2026-07-19,134.34
LCD_PANEL_INTACT,Raipur,2026-07-19,164.34
CRT_MONITOR,Raipur,2026-07-19,24.34
MIXED_EWASTE_CASING,Raipur,2026-07-19,24.34
MOTHERBOARD_HIGH_GRADE,Ranchi,2026-07-19,308.34
POWER_SUPPLY_LOW_GRADE,Ranchi,2026-07-19,58.34
COPPER_HEAVY_INSULATED,Ranchi,2026-07-19,448.34
ALUMINIUM_WIRE,Ranchi,2026-07-19,123.34
LEad_ACID,Ranchi,2026-07-19,98.34
BATTERY_LITHIUM_PORTABLE,Ranchi,2026-07-19,138.34
LCD_PANEL_INTACT,Ranchi,2026-07-19,168.34
CRT_MONITOR,Ranchi,2026-07-19,28.34
MIXED_EWASTE_CASING,Ranchi,2026-07-19,28.34
MOTHERBOARD_HIGH_GRADE,Guwahati,2026-07-19,298.34
POWER_SUPPLY_LOW_GRADE,Guwahati,2026-07-19,48.34
COPPER_HEAVY_INSULATED,Guwahati,2026-07-19,438.34
ALUMINIUM_WIRE,Guwahati,2026-07-19,113.34
LEad_ACID,Guwahati,2026-07-19,88.34
BATTERY_LITHIUM_PORTABLE,Guwahati,2026-07-19,128.34
LCD_PANEL_INTACT,Guwahati,2026-07-19,158.34
CRT_MONITOR,Guwahati,2026-07-19,18.34
MIXED_EWASTE_CASING,Guwahati,2026-07-19,18.34
MOTHERBOARD_HIGH_GRADE,Thiruvananthapuram,2026-07-19,312.34
POWER_SUPPLY_LOW_GRADE,Thiruvananthapuram,2026-07-19,62.34
COPPER_HEAVY_INSULATED,Thiruvananthapuram,2026-07-19,452.34
ALUMINIUM_WIRE,Thiruvananthapuram,2026-07-19,127.34
LEad_ACID,Thiruvananthapuram,2026-07-19,102.34
BATTERY_LITHIUM_PORTABLE,Thiruvananthapuram,2026-07-19,142.34
LCD_PANEL_INTACT,Thiruvananthapuram,2026-07-19,172.34
CRT_MONITOR,Thiruvananthapuram,2026-07-19,32.34
MIXED_EWASTE_CASING,Thiruvananthapuram,2026-07-19,32.34
MOTHERBOARD_HIGH_GRADE,Panaji,2026-07-19,306.34
POWER_SUPPLY_LOW_GRADE,Panaji,2026-07-19,56.34
COPPER_HEAVY_INSULATED,Panaji,2026-07-19,446.34
ALUMINIUM_WIRE,Panaji,2026-07-19,121.34
LEad_ACID,Panaji,2026-07-19,96.34
BATTERY_LITHIUM_PORTABLE,Panaji,2026-07-19,136.34
LCD_PANEL_INTACT,Panaji,2026-07-19,166.34
CRT_MONITOR,Panaji,2026-07-19,26.34
MIXED_EWASTE_CASING,Panaji,2026-07-19,26.34
MOTHERBOARD_HIGH_GRADE,Jammu,2026-07-19,305.34
POWER_SUPPLY_LOW_GRADE,Jammu,2026-07-19,55.34
COPPER_HEAVY_INSULATED,Jammu,2026-07-19,445.34
ALUMINIUM_WIRE,Jammu,2026-07-19,120.34
LEad_ACID,Jammu,2026-07-19,95.34
BATTERY_LITHIUM_PORTABLE,Jammu,2026-07-19,135.34
LCD_PANEL_INTACT,Jammu,2026-07-19,165.34
CRT_MONITOR,Jammu,2026-07-19,25.34
MIXED_EWASTE_CASING,Jammu,2026-07-19,25.34
MOTHERBOARD_HIGH_GRADE,Shimla,2026-07-19,312.34
POWER_SUPPLY_LOW_GRADE,Shimla,2026-07-19,62.34
COPPER_HEAVY_INSULATED,Shimla,2026-07-19,452.34
ALUMINIUM_WIRE,Shimla,2026-07-19,127.34
LEad_ACID,Shimla,2026-07-19,102.34
BATTERY_LITHIUM_PORTABLE,Shimla,2026-07-19,142.34
LCD_PANEL_INTACT,Shimla,2026-07-19,172.34
CRT_MONITOR,Shimla,2026-07-19,32.34
MIXED_EWASTE_CASING,Shimla,2026-07-19,32.34
MOTHERBOARD_HIGH_GRADE,Delhi,2026-07-20,300.66
POWER_SUPPLY_LOW_GRADE,Delhi,2026-07-20,50.66
COPPER_HEAVY_INSULATED,Delhi,2026-07-20,440.66
ALUMINIUM_WIRE,Delhi,2026-07-20,115.66
LEad_ACID,Delhi,2026-07-20,90.66
BATTERY_LITHIUM_PORTABLE,Delhi,2026-07-20,130.66
LCD_PANEL_INTACT,Delhi,2026-07-20,160.66
CRT_MONITOR,Delhi,2026-07-20,20.66
MIXED_EWASTE_CASING,Delhi,2026-07-20,20.66
MOTHERBOARD_HIGH_GRADE,Mumbai,2026-07-20,305.66
POWER_SUPPLY_LOW_GRADE,Mumbai,2026-07-20,55.66
COPPER_HEAVY_INSULATED,Mumbai,2026-07-20,445.66
ALUMINIUM_WIRE,Mumbai,2026-07-20,120.66
LEad_ACID,Mumbai,2026-07-20,95.66
BATTERY_LITHIUM_PORTABLE,Mumbai,2026-07-20,135.66
LCD_PANEL_INTACT,Mumbai,2026-07-20,165.66
CRT_MONITOR,Mumbai,2026-07-20,25.66
MIXED_EWASTE_CASING,Mumbai,2026-07-20,25.66
MOTHERBOARD_HIGH_GRADE,Pune,2026-07-20,311.66
POWER_SUPPLY_LOW_GRADE,Pune,2026-07-20,61.66
COPPER_HEAVY_INSULATED,Pune,2026-07-20,451.66
ALUMINIUM_WIRE,Pune,2026-07-20,126.66
LEad_ACID,Pune,2026-07-20,101.66
BATTERY_LITHIUM_PORTABLE,Pune,2026-07-20,141.66
LCD_PANEL_INTACT,Pune,2026-07-20,171.66
CRT_MONITOR,Pune,2026-07-20,31.66
MIXED_EWASTE_CASING,Pune,2026-07-20,31.66
MOTHERBOARD_HIGH_GRADE,Nagpur,2026-07-20,306.66
POWER_SUPPLY_LOW_GRADE,Nagpur,2026-07-20,56.66
COPPER_HEAVY_INSULATED,Nagpur,2026-07-20,446.66
ALUMINIUM_WIRE,Nagpur,2026-07-20,121.66
LEad_ACID,Nagpur,2026-07-20,96.66
BATTERY_LITHIUM_PORTABLE,Nagpur,2026-07-20,136.66
LCD_PANEL_INTACT,Nagpur,2026-07-20,166.66
CRT_MONITOR,Nagpur,2026-07-20,26.66
MIXED_EWASTE_CASING,Nagpur,2026-07-20,26.66
MOTHERBOARD_HIGH_GRADE,Bengaluru,2026-07-20,312.66
POWER_SUPPLY_LOW_GRADE,Bengaluru,2026-07-20,62.66
COPPER_HEAVY_INSULATED,Bengaluru,2026-07-20,452.66
ALUMINIUM_WIRE,Bengaluru,2026-07-20,127.66
LEad_ACID,Bengaluru,2026-07-20,102.66
BATTERY_LITHIUM_PORTABLE,Bengaluru,2026-07-20,142.66
LCD_PANEL_INTACT,Bengaluru,2026-07-20,172.66
CRT_MONITOR,Bengaluru,2026-07-20,32.66
MIXED_EWASTE_CASING,Bengaluru,2026-07-20,32.66
MOTHERBOARD_HIGH_GRADE,Mysuru,2026-07-20,305.66
POWER_SUPPLY_LOW_GRADE,Mysuru,2026-07-20,55.66
COPPER_HEAVY_INSULATED,Mysuru,2026-07-20,445.66
ALUMINIUM_WIRE,Mysuru,2026-07-20,120.66
LEad_ACID,Mysuru,2026-07-20,95.66
BATTERY_LITHIUM_PORTABLE,Mysuru,2026-07-20,135.66
LCD_PANEL_INTACT,Mysuru,2026-07-20,165.66
CRT_MONITOR,Mysuru,2026-07-20,25.66
MIXED_EWASTE_CASING,Mysuru,2026-07-20,25.66
MOTHERBOARD_HIGH_GRADE,Chennai,2026-07-20,313.66
POWER_SUPPLY_LOW_GRADE,Chennai,2026-07-20,63.66
COPPER_HEAVY_INSULATED,Chennai,2026-07-20,453.66
ALUMINIUM_WIRE,Chennai,2026-07-20,128.66
LEad_ACID,Chennai,2026-07-20,103.66
BATTERY_LITHIUM_PORTABLE,Chennai,2026-07-20,143.66
LCD_PANEL_INTACT,Chennai,2026-07-20,173.66
CRT_MONITOR,Chennai,2026-07-20,33.66
MIXED_EWASTE_CASING,Chennai,2026-07-20,33.66
MOTHERBOARD_HIGH_GRADE,Coimbatore,2026-07-20,309.66
POWER_SUPPLY_LOW_GRADE,Coimbatore,2026-07-20,59.66
COPPER_HEAVY_INSULATED,Coimbatore,2026-07-20,449.66
ALUMINIUM_WIRE,Coimbatore,2026-07-20,124.66
LEad_ACID,Coimbatore,2026-07-20,99.66
BATTERY_LITHIUM_PORTABLE,Coimbatore,2026-07-20,139.66
LCD_PANEL_INTACT,Coimbatore,2026-07-20,169.66
CRT_MONITOR,Coimbatore,2026-07-20,29.66
MIXED_EWASTE_CASING,Coimbatore,2026-07-20,29.66
MOTHERBOARD_HIGH_GRADE,Hyderabad,2026-07-20,302.66
POWER_SUPPLY_LOW_GRADE,Hyderabad,2026-07-20,52.66
COPPER_HEAVY_INSULATED,Hyderabad,2026-07-20,442.66
ALUMINIUM_WIRE,Hyderabad,2026-07-20,117.66
LEad_ACID,Hyderabad,2026-07-20,92.66
BATTERY_LITHIUM_PORTABLE,Hyderabad,2026-07-20,132.66
LCD_PANEL_INTACT,Hyderabad,2026-07-20,162.66
CRT_MONITOR,Hyderabad,2026-07-20,22.66
MIXED_EWASTE_CASING,Hyderabad,2026-07-20,22.66
MOTHERBOARD_HIGH_GRADE,Ahmedabad,2026-07-20,309.66
POWER_SUPPLY_LOW_GRADE,Ahmedabad,2026-07-20,59.66
COPPER_HEAVY_INSULATED,Ahmedabad,2026-07-20,449.66
ALUMINIUM_WIRE,Ahmedabad,2026-07-20,124.66
LEad_ACID,Ahmedabad,2026-07-20,99.66
BATTERY_LITHIUM_PORTABLE,Ahmedabad,2026-07-20,139.66
LCD_PANEL_INTACT,Ahmedabad,2026-07-20,169.66
CRT_MONITOR,Ahmedabad,2026-07-20,29.66
MIXED_EWASTE_CASING,Ahmedabad,2026-07-20,29.66
MOTHERBOARD_HIGH_GRADE,Surat,2026-07-20,307.66
POWER_SUPPLY_LOW_GRADE,Surat,2026-07-20,57.66
COPPER_HEAVY_INSULATED,Surat,2026-07-20,447.66
ALUMINIUM_WIRE,Surat,2026-07-20,122.66
LEad_ACID,Surat,2026-07-20,97.66
BATTERY_LITHIUM_PORTABLE,Surat,2026-07-20,137.66
LCD_PANEL_INTACT,Surat,2026-07-20,167.66
CRT_MONITOR,Surat,2026-07-20,27.66
MIXED_EWASTE_CASING,Surat,2026-07-20,27.66
MOTHERBOARD_HIGH_GRADE,Kolkata,2026-07-20,310.66
POWER_SUPPLY_LOW_GRADE,Kolkata,2026-07-20,60.66
COPPER_HEAVY_INSULATED,Kolkata,2026-07-20,450.66
ALUMINIUM_WIRE,Kolkata,2026-07-20,125.66
LEad_ACID,Kolkata,2026-07-20,100.66
BATTERY_LITHIUM_PORTABLE,Kolkata,2026-07-20,140.66
LCD_PANEL_INTACT,Kolkata,2026-07-20,170.66
CRT_MONITOR,Kolkata,2026-07-20,30.66
MIXED_EWASTE_CASING,Kolkata,2026-07-20,30.66
MOTHERBOARD_HIGH_GRADE,Lucknow,2026-07-20,308.66
POWER_SUPPLY_LOW_GRADE,Lucknow,2026-07-20,58.66
COPPER_HEAVY_INSULATED,Lucknow,2026-07-20,448.66
ALUMINIUM_WIRE,Lucknow,2026-07-20,123.66
LEad_ACID,Lucknow,2026-07-20,98.66
BATTERY_LITHIUM_PORTABLE,Lucknow,2026-07-20,138.66
LCD_PANEL_INTACT,Lucknow,2026-07-20,168.66
CRT_MONITOR,Lucknow,2026-07-20,28.66
MIXED_EWASTE_CASING,Lucknow,2026-07-20,28.66
MOTHERBOARD_HIGH_GRADE,Noida,2026-07-20,305.66
POWER_SUPPLY_LOW_GRADE,Noida,2026-07-20,55.66
COPPER_HEAVY_INSULATED,Noida,2026-07-20,445.66
ALUMINIUM_WIRE,Noida,2026-07-20,120.66
LEad_ACID,Noida,2026-07-20,95.66
BATTERY_LITHIUM_PORTABLE,Noida,2026-07-20,135.66
LCD_PANEL_INTACT,Noida,2026-07-20,165.66
CRT_MONITOR,Noida,2026-07-20,25.66
MIXED_EWASTE_CASING,Noida,2026-07-20,25.66
MOTHERBOARD_HIGH_GRADE,Kanpur,2026-07-20,306.66
POWER_SUPPLY_LOW_GRADE,Kanpur,2026-07-20,56.66
COPPER_HEAVY_INSULATED,Kanpur,2026-07-20,446.66
ALUMINIUM_WIRE,Kanpur,2026-07-20,121.66
LEad_ACID,Kanpur,2026-07-20,96.66
BATTERY_LITHIUM_PORTABLE,Kanpur,2026-07-20,136.66
LCD_PANEL_INTACT,Kanpur,2026-07-20,166.66
CRT_MONITOR,Kanpur,2026-07-20,26.66
MIXED_EWASTE_CASING,Kanpur,2026-07-20,26.66
MOTHERBOARD_HIGH_GRADE,Bhubaneswar,2026-07-20,310.66
POWER_SUPPLY_LOW_GRADE,Bhubaneswar,2026-07-20,60.66
COPPER_HEAVY_INSULATED,Bhubaneswar,2026-07-20,450.66
ALUMINIUM_WIRE,Bhubaneswar,2026-07-20,125.66
LEad_ACID,Bhubaneswar,2026-07-20,100.66
BATTERY_LITHIUM_PORTABLE,Bhubaneswar,2026-07-20,140.66
LCD_PANEL_INTACT,Bhubaneswar,2026-07-20,170.66
CRT_MONITOR,Bhubaneswar,2026-07-20,30.66
MIXED_EWASTE_CASING,Bhubaneswar,2026-07-20,30.66
MOTHERBOARD_HIGH_GRADE,Cuttack,2026-07-20,310.66
POWER_SUPPLY_LOW_GRADE,Cuttack,2026-07-20,60.66
COPPER_HEAVY_INSULATED,Cuttack,2026-07-20,450.66
ALUMINIUM_WIRE,Cuttack,2026-07-20,125.66
LEad_ACID,Cuttack,2026-07-20,100.66
BATTERY_LITHIUM_PORTABLE,Cuttack,2026-07-20,140.66
LCD_PANEL_INTACT,Cuttack,2026-07-20,170.66
CRT_MONITOR,Cuttack,2026-07-20,30.66
MIXED_EWASTE_CASING,Cuttack,2026-07-20,30.66
MOTHERBOARD_HIGH_GRADE,Patna,2026-07-20,301.66
POWER_SUPPLY_LOW_GRADE,Patna,2026-07-20,51.66
COPPER_HEAVY_INSULATED,Patna,2026-07-20,441.66
ALUMINIUM_WIRE,Patna,2026-07-20,116.66
LEad_ACID,Patna,2026-07-20,91.66
BATTERY_LITHIUM_PORTABLE,Patna,2026-07-20,131.66
LCD_PANEL_INTACT,Patna,2026-07-20,161.66
CRT_MONITOR,Patna,2026-07-20,21.66
MIXED_EWASTE_CASING,Patna,2026-07-20,21.66
MOTHERBOARD_HIGH_GRADE,Jaipur,2026-07-20,305.66
POWER_SUPPLY_LOW_GRADE,Jaipur,2026-07-20,55.66
COPPER_HEAVY_INSULATED,Jaipur,2026-07-20,445.66
ALUMINIUM_WIRE,Jaipur,2026-07-20,120.66
LEad_ACID,Jaipur,2026-07-20,95.66
BATTERY_LITHIUM_PORTABLE,Jaipur,2026-07-20,135.66
LCD_PANEL_INTACT,Jaipur,2026-07-20,165.66
CRT_MONITOR,Jaipur,2026-07-20,25.66
MIXED_EWASTE_CASING,Jaipur,2026-07-20,25.66
MOTHERBOARD_HIGH_GRADE,Jodhpur,2026-07-20,310.66
POWER_SUPPLY_LOW_GRADE,Jodhpur,2026-07-20,60.66
COPPER_HEAVY_INSULATED,Jodhpur,2026-07-20,450.66
ALUMINIUM_WIRE,Jodhpur,2026-07-20,125.66
LEad_ACID,Jodhpur,2026-07-20,100.66
BATTERY_LITHIUM_PORTABLE,Jodhpur,2026-07-20,140.66
LCD_PANEL_INTACT,Jodhpur,2026-07-20,170.66
CRT_MONITOR,Jodhpur,2026-07-20,30.66
MIXED_EWASTE_CASING,Jodhpur,2026-07-20,30.66
MOTHERBOARD_HIGH_GRADE,Bhopal,2026-07-20,302.66
POWER_SUPPLY_LOW_GRADE,Bhopal,2026-07-20,52.66
COPPER_HEAVY_INSULATED,Bhopal,2026-07-20,442.66
ALUMINIUM_WIRE,Bhopal,2026-07-20,117.66
LEad_ACID,Bhopal,2026-07-20,92.66
BATTERY_LITHIUM_PORTABLE,Bhopal,2026-07-20,132.66
LCD_PANEL_INTACT,Bhopal,2026-07-20,162.66
CRT_MONITOR,Bhopal,2026-07-20,22.66
MIXED_EWASTE_CASING,Bhopal,2026-07-20,22.66
MOTHERBOARD_HIGH_GRADE,Indore,2026-07-20,303.66
POWER_SUPPLY_LOW_GRADE,Indore,2026-07-20,53.66
COPPER_HEAVY_INSULATED,Indore,2026-07-20,443.66
ALUMINIUM_WIRE,Indore,2026-07-20,118.66
LEad_ACID,Indore,2026-07-20,93.66
BATTERY_LITHIUM_PORTABLE,Indore,2026-07-20,133.66
LCD_PANEL_INTACT,Indore,2026-07-20,163.66
CRT_MONITOR,Indore,2026-07-20,23.66
MIXED_EWASTE_CASING,Indore,2026-07-20,23.66
MOTHERBOARD_HIGH_GRADE,Chandigarh,2026-07-20,303.66
POWER_SUPPLY_LOW_GRADE,Chandigarh,2026-07-20,53.66
COPPER_HEAVY_INSULATED,Chandigarh,2026-07-20,443.66
ALUMINIUM_WIRE,Chandigarh,2026-07-20,118.66
LEad_ACID,Chandigarh,2026-07-20,93.66
BATTERY_LITHIUM_PORTABLE,Chandigarh,2026-07-20,133.66
LCD_PANEL_INTACT,Chandigarh,2026-07-20,163.66
CRT_MONITOR,Chandigarh,2026-07-20,23.66
MIXED_EWASTE_CASING,Chandigarh,2026-07-20,23.66
MOTHERBOARD_HIGH_GRADE,Ludhiana,2026-07-20,311.66
POWER_SUPPLY_LOW_GRADE,Ludhiana,2026-07-20,61.66
COPPER_HEAVY_INSULATED,Ludhiana,2026-07-20,451.66
ALUMINIUM_WIRE,Ludhiana,2026-07-20,126.66
LEad_ACID,Ludhiana,2026-07-20,101.66
BATTERY_LITHIUM_PORTABLE,Ludhiana,2026-07-20,141.66
LCD_PANEL_INTACT,Ludhiana,2026-07-20,171.66
CRT_MONITOR,Ludhiana,2026-07-20,31.66
MIXED_EWASTE_CASING,Ludhiana,2026-07-20,31.66
MOTHERBOARD_HIGH_GRADE,Dehradun,2026-07-20,308.66
POWER_SUPPLY_LOW_GRADE,Dehradun,2026-07-20,58.66
COPPER_HEAVY_INSULATED,Dehradun,2026-07-20,448.66
ALUMINIUM_WIRE,Dehradun,2026-07-20,123.66
LEad_ACID,Dehradun,2026-07-20,98.66
BATTERY_LITHIUM_PORTABLE,Dehradun,2026-07-20,138.66
LCD_PANEL_INTACT,Dehradun,2026-07-20,168.66
CRT_MONITOR,Dehradun,2026-07-20,28.66
MIXED_EWASTE_CASING,Dehradun,2026-07-20,28.66
MOTHERBOARD_HIGH_GRADE,Raipur,2026-07-20,305.66
POWER_SUPPLY_LOW_GRADE,Raipur,2026-07-20,55.66
COPPER_HEAVY_INSULATED,Raipur,2026-07-20,445.66
ALUMINIUM_WIRE,Raipur,2026-07-20,120.66
LEad_ACID,Raipur,2026-07-20,95.66
BATTERY_LITHIUM_PORTABLE,Raipur,2026-07-20,135.66
LCD_PANEL_INTACT,Raipur,2026-07-20,165.66
CRT_MONITOR,Raipur,2026-07-20,25.66
MIXED_EWASTE_CASING,Raipur,2026-07-20,25.66
MOTHERBOARD_HIGH_GRADE,Ranchi,2026-07-20,309.66
POWER_SUPPLY_LOW_GRADE,Ranchi,2026-07-20,59.66
COPPER_HEAVY_INSULATED,Ranchi,2026-07-20,449.66
ALUMINIUM_WIRE,Ranchi,2026-07-20,124.66
LEad_ACID,Ranchi,2026-07-20,99.66
BATTERY_LITHIUM_PORTABLE,Ranchi,2026-07-20,139.66
LCD_PANEL_INTACT,Ranchi,2026-07-20,169.66
CRT_MONITOR,Ranchi,2026-07-20,29.66
MIXED_EWASTE_CASING,Ranchi,2026-07-20,29.66
MOTHERBOARD_HIGH_GRADE,Guwahati,2026-07-20,299.66
POWER_SUPPLY_LOW_GRADE,Guwahati,2026-07-20,49.66
COPPER_HEAVY_INSULATED,Guwahati,2026-07-20,439.66
ALUMINIUM_WIRE,Guwahati,2026-07-20,114.66
LEad_ACID,Guwahati,2026-07-20,89.66
BATTERY_LITHIUM_PORTABLE,Guwahati,2026-07-20,129.66
LCD_PANEL_INTACT,Guwahati,2026-07-20,159.66
CRT_MONITOR,Guwahati,2026-07-20,19.66
MIXED_EWASTE_CASING,Guwahati,2026-07-20,19.66
MOTHERBOARD_HIGH_GRADE,Thiruvananthapuram,2026-07-20,313.66
POWER_SUPPLY_LOW_GRADE,Thiruvananthapuram,2026-07-20,63.66
COPPER_HEAVY_INSULATED,Thiruvananthapuram,2026-07-20,453.66
ALUMINIUM_WIRE,Thiruvananthapuram,2026-07-20,128.66
LEad_ACID,Thiruvananthapuram,2026-07-20,103.66
BATTERY_LITHIUM_PORTABLE,Thiruvananthapuram,2026-07-20,143.66
LCD_PANEL_INTACT,Thiruvananthapuram,2026-07-20,173.66
CRT_MONITOR,Thiruvananthapuram,2026-07-20,33.66
MIXED_EWASTE_CASING,Thiruvananthapuram,2026-07-20,33.66
MOTHERBOARD_HIGH_GRADE,Panaji,2026-07-20,307.66
POWER_SUPPLY_LOW_GRADE,Panaji,2026-07-20,57.66
COPPER_HEAVY_INSULATED,Panaji,2026-07-20,447.66
ALUMINIUM_WIRE,Panaji,2026-07-20,122.66
LEad_ACID,Panaji,2026-07-20,97.66
BATTERY_LITHIUM_PORTABLE,Panaji,2026-07-20,137.66
LCD_PANEL_INTACT,Panaji,2026-07-20,167.66
CRT_MONITOR,Panaji,2026-07-20,27.66
MIXED_EWASTE_CASING,Panaji,2026-07-20,27.66
MOTHERBOARD_HIGH_GRADE,Jammu,2026-07-20,306.66
POWER_SUPPLY_LOW_GRADE,Jammu,2026-07-20,56.66
COPPER_HEAVY_INSULATED,Jammu,2026-07-20,446.66
ALUMINIUM_WIRE,Jammu,2026-07-20,121.66
LEad_ACID,Jammu,2026-07-20,96.66
BATTERY_LITHIUM_PORTABLE,Jammu,2026-07-20,136.66
LCD_PANEL_INTACT,Jammu,2026-07-20,166.66
CRT_MONITOR,Jammu,2026-07-20,26.66
MIXED_EWASTE_CASING,Jammu,2026-07-20,26.66
MOTHERBOARD_HIGH_GRADE,Shimla,2026-07-20,313.66
POWER_SUPPLY_LOW_GRADE,Shimla,2026-07-20,63.66
COPPER_HEAVY_INSULATED,Shimla,2026-07-20,453.66
ALUMINIUM_WIRE,Shimla,2026-07-20,128.66
LEad_ACID,Shimla,2026-07-20,103.66
BATTERY_LITHIUM_PORTABLE,Shimla,2026-07-20,143.66
LCD_PANEL_INTACT,Shimla,2026-07-20,173.66
CRT_MONITOR,Shimla,2026-07-20,33.66
MIXED_EWASTE_CASING,Shimla,2026-07-20,33.66
MOTHERBOARD_HIGH_GRADE,Delhi,2026-07-21,300.09
POWER_SUPPLY_LOW_GRADE,Delhi,2026-07-21,50.09
COPPER_HEAVY_INSULATED,Delhi,2026-07-21,440.09
ALUMINIUM_WIRE,Delhi,2026-07-21,115.09
LEad_ACID,Delhi,2026-07-21,90.09
BATTERY_LITHIUM_PORTABLE,Delhi,2026-07-21,130.09
LCD_PANEL_INTACT,Delhi,2026-07-21,160.09
CRT_MONITOR,Delhi,2026-07-21,20.09
MIXED_EWASTE_CASING,Delhi,2026-07-21,20.09
MOTHERBOARD_HIGH_GRADE,Mumbai,2026-07-21,305.09
POWER_SUPPLY_LOW_GRADE,Mumbai,2026-07-21,55.09
COPPER_HEAVY_INSULATED,Mumbai,2026-07-21,445.09
ALUMINIUM_WIRE,Mumbai,2026-07-21,120.09
LEad_ACID,Mumbai,2026-07-21,95.09
BATTERY_LITHIUM_PORTABLE,Mumbai,2026-07-21,135.09
LCD_PANEL_INTACT,Mumbai,2026-07-21,165.09
CRT_MONITOR,Mumbai,2026-07-21,25.09
MIXED_EWASTE_CASING,Mumbai,2026-07-21,25.09
MOTHERBOARD_HIGH_GRADE,Pune,2026-07-21,311.09
POWER_SUPPLY_LOW_GRADE,Pune,2026-07-21,61.09
COPPER_HEAVY_INSULATED,Pune,2026-07-21,451.09
ALUMINIUM_WIRE,Pune,2026-07-21,126.09
